Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-06; 00:00:32; übergangsbetr.; Abst.Warten   1; 1; 0; 80°; 113°; 168°; 100%; 35%; 40%; 0%; 87.8%; 428°; 78°; 75°; 100%; 0°; 30°; 28°; 40°; 34°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.95A; 
2025-01-06; 00:12:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 91°; 164°; 94%; 0%; 0%; 0%; 87.8%; 418°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 41°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-01-06; 00:13:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 91°; 164°; 94%; 0%; 0%; 0%; 87.8%; 418°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 41°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.21A; 
2025-01-06; 00:14:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 90°; 164°; 93%; 0%; 0%; 0%; 87.8%; 417°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 41°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.28A; 
2025-01-06; 00:15:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 89°; 164°; 93%; 0%; 0%; 0%; 87.8%; 416°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.17A; 
2025-01-06; 00:16:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 88°; 163°; 92%; 0%; 0%; 0%; 87.8%; 416°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-01-06; 00:17:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 87°; 163°; 91%; 0%; 0%; 0%; 87.8%; 416°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 38°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-01-06; 00:18:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 87°; 163°; 91%; 0%; 0%; 0%; 87.8%; 415°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-01-06; 00:19:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 86°; 163°; 91%; 0%; 0%; 0%; 87.8%; 415°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 38°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.25A; 
2025-01-06; 00:20:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 85°; 162°; 90%; 0%; 0%; 0%; 87.8%; 415°; 78°; 76°; 0%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 42°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.34A; 
2025-01-06; 00:21:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 85°; 162°; 90%; 0%; 0%; 0%; 87.8%; 414°; 78°; 76°; 0%; 0°; 29°; 29°; 40°; 38°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.23A; 
2025-01-06; 00:22:32; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 84°; 166°; 90%; 0%; 0%; 0%; 87.8%; 414°; 78°; 76°; 0%; 0°; 29°; 29°; 40°; 38°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 0.30A; 
2025-01-06; 00:23:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 84°; 166°; 90%; 0%; 0%; 0%; 87.8%; 414°; 77°; 76°; 0%; 0°; 29°; 28°; 40°; 38°; 127°; 127°; 11035; 16899h; 42°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.19A; 
2025-01-06; 00:24:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 82°; 165°; 88%; 0%; 0%; 0%; 87.8%; 413°; 77°; 76°; 0%; 0°; 29°; 28°; 40°; 38°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.32A; 
2025-01-06; 00:25:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 82°; 169°; 88%; 0%; 0%; 0%; 87.8%; 413°; 77°; 76°; 0%; 0°; 29°; 29°; 40°; 42°; 127°; 127°; 11035; 16899h; 41°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 00:26:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 81°; 167°; 88%; 0%; 0%; 0%; 87.8%; 413°; 77°; 76°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 00:27:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 81°; 168°; 88%; 0%; 0%; 0%; 87.8%; 412°; 77°; 76°; 0%; 0°; 29°; 29°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:28:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 80°; 168°; 87%; 0%; 0%; 0%; 87.8%; 412°; 77°; 76°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 00:29:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 80°; 170°; 87%; 0%; 0%; 0%; 87.8%; 412°; 77°; 76°; 0%; 0°; 29°; 29°; 40°; 39°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 00:30:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 79°; 168°; 86%; 0%; 0%; 0%; 87.8%; 412°; 77°; 76°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.19A; 
2025-01-06; 00:31:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 79°; 167°; 84%; 0%; 0%; 0%; 87.8%; 412°; 77°; 76°; 100%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 00:32:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 79°; 169°; 86%; 0%; 0%; 0%; 87.8%; 412°; 77°; 76°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 00:33:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 80°; 78°; 169°; 86%; 0%; 0%; 0%; 87.8%; 412°; 77°; 75°; 100%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.53A; 
2025-01-06; 00:34:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 176°; 86%; 0%; 0%; 0%; 87.8%; 412°; 77°; 76°; 0%; 0°; 29°; 29°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:35:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 77°; 173°; 85%; 0%; 0%; 0%; 87.8%; 411°; 77°; 76°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 00:36:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 77°; 174°; 85%; 0%; 0%; 0%; 87.8%; 411°; 77°; 75°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 00:37:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 77°; 174°; 85%; 0%; 0%; 0%; 87.8%; 411°; 77°; 75°; 0%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:38:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 76°; 175°; 85%; 0%; 0%; 0%; 87.8%; 411°; 77°; 75°; 0%; 0°; 29°; 29°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 00:39:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 79°; 76°; 175°; 85%; 0%; 0%; 0%; 87.8%; 411°; 77°; 75°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.21A; 
2025-01-06; 00:40:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 180°; 85%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.45A; 
2025-01-06; 00:41:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 183°; 85%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 29°; 40°; 39°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 00:42:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 183°; 84%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 29°; 40°; 39°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:43:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 184°; 84%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.19A; 
2025-01-06; 00:44:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 185°; 84%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:45:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 186°; 84%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 38°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:46:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 74°; 187°; 83%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 38°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.19A; 
2025-01-06; 00:47:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 74°; 189°; 83%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 38°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 00:48:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 77°; 74°; 194°; 83%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 29°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 00:49:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 74°; 194°; 83%; 0%; 0%; 0%; 87.8%; 411°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:50:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 73°; 195°; 83%; 0%; 0%; 0%; 87.8%; 410°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 41°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:51:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 72°; 197°; 82%; 0%; 0%; 0%; 87.8%; 409°; 77°; 74°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 00:52:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 202°; 82%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 29°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.19A; 
2025-01-06; 00:53:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 205°; 82%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 29°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:54:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 207°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:55:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 209°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 28°; 40°; 39°; 127°; 127°; 11035; 16899h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 00:56:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 211°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 31°; 12%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 00:57:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 213°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:58:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 215°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 28°; 40°; 41°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 00:59:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 217°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 72°; 0%; 0°; 29°; 28°; 40°; 41°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 01:00:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 220°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 71°; 0%; 0°; 29°; 28°; 40°; 41°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:01:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 222°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 71°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:02:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 224°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 71°; 0%; 0°; 29°; 28°; 40°; 41°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 01:03:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 226°; 81%; 0%; 0%; 0%; 87.8%; 409°; 77°; 70°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 01:04:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 232°; 80%; 0%; 0%; 0%; 87.8%; 409°; 77°; 70°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:05:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 235°; 80%; 0%; 0%; 0%; 87.8%; 409°; 77°; 70°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:06:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 237°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 70°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 01:07:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 240°; 80%; 0%; 0%; 0%; 87.8%; 409°; 77°; 69°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 01:08:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 243°; 80%; 0%; 0%; 0%; 87.8%; 409°; 77°; 69°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-06; 01:09:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 245°; 80%; 0%; 0%; 0%; 87.8%; 409°; 77°; 68°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:10:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 248°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 68°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:11:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 68°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-06; 01:12:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 68°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:13:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 67°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:14:31; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 67°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 01:15:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 66°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:16:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 66°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-06; 01:17:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 66°; 0%; 0°; 29°; 29°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:18:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 66°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-06; 01:19:32; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 68°; 250°; 80%; 0%; 0%; 0%; 87.8%; 409°; 76°; 66°; 0%; 0°; 29°; 28°; 40°; 40°; 127°; 127°; 11035; 16899h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
