Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-01-13; 00:00:29; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 86°; 159°; 91%; 0%; 0%; 0%; 87.0%; 414°; 78°; 76°; 0%; -6°; 32°; 32°; 45°; 43°; 127°; 127°; 11048; 16921h; 41°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 0.66A; 
2025-01-13; 00:16:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 172°; 86%; 0%; 0%; 0%; 87.0%; 412°; 78°; 74°; 0%; -6°; 32°; 37°; 45°; 46°; 127°; 127°; 11048; 16921h; 41°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:17:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 78°; 172°; 86%; 0%; 0%; 0%; 87.0%; 412°; 78°; 74°; 0%; -6°; 32°; 32°; 45°; 38°; 127°; 127°; 11048; 16921h; 41°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:18:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 173°; 85%; 0%; 0%; 0%; 87.0%; 410°; 77°; 74°; 0%; -6°; 32°; 32°; 45°; 40°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.19A; 
2025-01-13; 00:19:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 174°; 85%; 0%; 0%; 0%; 87.0%; 410°; 78°; 74°; 0%; -6°; 32°; 31°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:20:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 76°; 175°; 85%; 0%; 0%; 0%; 87.0%; 410°; 77°; 74°; 0%; -6°; 32°; 30°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:21:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 176°; 84%; 0%; 0%; 0%; 87.0%; 410°; 77°; 74°; 0%; -6°; 32°; 30°; 45°; 47°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.45A; 
2025-01-13; 00:22:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 180°; 84%; 0%; 0%; 0%; 87.0%; 410°; 77°; 74°; 0%; -6°; 32°; 30°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:23:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 181°; 84%; 0%; 0%; 0%; 87.0%; 410°; 77°; 74°; 0%; -6°; 32°; 30°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 00:24:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 78°; 75°; 182°; 84%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 95%; -6°; 32°; 31°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.53A; 
2025-01-13; 00:25:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 74°; 189°; 81%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 0%; -6°; 32°; 32°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 00:26:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 77°; 74°; 189°; 82%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 100%; -6°; 32°; 32°; 45°; 43°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:27:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 74°; 193°; 83%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 0%; -6°; 32°; 32°; 45°; 42°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 00:28:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 73°; 195°; 83%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 0%; -6°; 32°; 32°; 45°; 42°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 00:29:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 73°; 197°; 83%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 0%; -6°; 32°; 34°; 45°; 43°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:30:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 73°; 199°; 83%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 0%; -6°; 32°; 32°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:31:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 201°; 82%; 0%; 0%; 0%; 87.0%; 410°; 77°; 72°; 0%; -6°; 32°; 31°; 45°; 45°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-13; 00:32:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 203°; 82%; 0%; 0%; 0%; 87.0%; 409°; 77°; 71°; 0%; -6°; 32°; 31°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 00:33:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 205°; 82%; 0%; 0%; 0%; 87.0%; 409°; 77°; 70°; 0%; -6°; 32°; 31°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 00:34:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 207°; 82%; 0%; 0%; 0%; 87.0%; 409°; 77°; 70°; 0%; -6°; 32°; 31°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:35:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 72°; 209°; 82%; 0%; 0%; 0%; 87.0%; 409°; 77°; 70°; 0%; -6°; 32°; 30°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 00:36:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 212°; 81%; 0%; 0%; 0%; 87.0%; 409°; 77°; 69°; 0%; -6°; 32°; 31°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:37:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 214°; 81%; 0%; 0%; 0%; 87.0%; 409°; 77°; 68°; 0%; -6°; 32°; 32°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:38:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 216°; 81%; 0%; 0%; 0%; 87.0%; 409°; 77°; 68°; 0%; -6°; 32°; 32°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:39:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 218°; 81%; 0%; 0%; 0%; 87.0%; 409°; 77°; 67°; 0%; -6°; 32°; 33°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:40:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 220°; 81%; 0%; 0%; 0%; 87.0%; 409°; 77°; 66°; 0%; -6°; 32°; 33°; 45°; 46°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:41:30; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 71°; 222°; 81%; 0%; 0%; 0%; 87.0%; 409°; 77°; 66°; 0%; -6°; 32°; 36°; 45°; 44°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:42:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 70°; 224°; 81%; 0%; 0%; 0%; 87.0%; 409°; 77°; 66°; 0%; -6°; 32°; 32°; 45°; 44°; 127°; 127°; 11048; 16921h; 40°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 00:43:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 226°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 66°; 0%; -6°; 32°; 32°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:44:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 228°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 64°; 0%; -6°; 32°; 31°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:45:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 230°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 64°; 0%; -6°; 32°; 31°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:46:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 233°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 64°; 0%; -6°; 32°; 30°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:47:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 235°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 64°; 0%; -6°; 32°; 30°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:48:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 237°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 63°; 0%; -6°; 32°; 30°; 45°; 43°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:49:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 69°; 239°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 63°; 0%; -6°; 32°; 30°; 45°; 43°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 00:50:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 245°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 62°; 0%; -6°; 32°; 31°; 45°; 43°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 00:51:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 248°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 62°; 0%; -6°; 32°; 32°; 45°; 43°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 00:52:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 61°; 0%; -6°; 32°; 32°; 45°; 43°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:53:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 61°; 0%; -6°; 32°; 36°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:54:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 60°; 0%; -6°; 32°; 32°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:55:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 60°; 0%; -6°; 32°; 32°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 00:56:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 59°; 0%; -6°; 32°; 31°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 00:57:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 68°; 250°; 80%; 0%; 0%; 0%; 87.0%; 408°; 77°; 59°; 0%; -6°; 32°; 31°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:58:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 67°; 250°; 79%; 0%; 0%; 0%; 87.0%; 408°; 77°; 58°; 0%; -6°; 32°; 30°; 45°; 44°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 00:59:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 76°; 67°; 248°; 78%; 0%; 0%; 0%; 87.0%; 408°; 77°; 58°; 0%; -6°; 32°; 30°; 45°; 45°; 127°; 127°; 11048; 16921h; 39°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 01:00:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 58°; 0%; -6°; 32°; 31°; 45°; 45°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 01:01:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 58°; 0%; -6°; 32°; 31°; 45°; 45°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 01:02:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 57°; 0%; -6°; 32°; 32°; 45°; 45°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 01:03:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 56°; 0%; -6°; 32°; 32°; 45°; 44°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 01:04:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 56°; 0%; -7°; 32°; 32°; 45°; 44°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 01:05:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 55°; 0%; -7°; 32°; 34°; 45°; 44°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.32A; 
2025-01-13; 01:06:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 55°; 0%; -7°; 32°; 33°; 45°; 44°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 01:07:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 54°; 0%; -7°; 32°; 32°; 45°; 43°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 01:08:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 75°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 54°; 0%; -7°; 32°; 31°; 45°; 46°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 01:09:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 54°; 0%; -7°; 32°; 31°; 45°; 47°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.30A; 
2025-01-13; 01:10:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 77°; 54°; 0%; -7°; 32°; 30°; 45°; 47°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 01:11:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 53°; 0%; -7°; 32°; 30°; 45°; 47°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 01:12:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 66°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 52°; 0%; -7°; 32°; 30°; 45°; 46°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 01:13:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 52°; 0%; -7°; 32°; 30°; 45°; 46°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 01:14:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 51°; 0%; -7°; 32°; 31°; 45°; 45°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
2025-01-13; 01:15:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 50°; 0%; -7°; 32°; 32°; 45°; 45°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 01:16:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 50°; 0%; -7°; 32°; 32°; 45°; 45°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.28A; 
2025-01-13; 01:17:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 50°; 0%; -7°; 32°; 32°; 45°; 45°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.25A; 
2025-01-13; 01:18:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 49°; 0%; -7°; 32°; 37°; 45°; 46°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.23A; 
2025-01-13; 01:19:29; übergangsbetr.;   Brenner Aus  ; 1; 0; 74°; 65°; 250°; 78%; 0%; 0%; 0%; 87.0%; 407°; 76°; 48°; 0%; -7°; 32°; 32°; 45°; 46°; 127°; 127°; 11048; 16921h; 38°; 80°; 30°; 13%; AN; ZU; TROCKEN; 0.21A; 
