Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-03-18; 00:00:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 133°; 124°; 58%; 35%; 44%; 60%; 85.0%; 416°; 34°; 26°; 51%; -4°; 31°; 36°; 43°; 43°; 127°; 127°; 11159; 17106h; 34°; 80°; 28°; 14%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-03-18; 00:34:57; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 128°; 191°; 100%; 100%; 100%; 0%; 81.3%; 427°; 70°; 29°; 40%; -5°; 31°; 32°; 44°; 37°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.29A; 
2025-03-18; 00:35:57; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 122°; 193°; 100%; 100%; 100%; 100%; 81.1%; 426°; 70°; 30°; 40%; -5°; 31°; 32°; 44°; 42°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.33A; 
2025-03-18; 00:36:58; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 129°; 192°; 98%; 100%; 100%; 100%; 80.9%; 425°; 70°; 30°; 49%; -5°; 31°; 32°; 44°; 48°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.31A; 
2025-03-18; 00:37:58; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 149°; 194°; 95%; 100%; 100%; 100%; 80.8%; 425°; 70°; 30°; 49%; -5°; 31°; 33°; 44°; 46°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.35A; 
2025-03-18; 00:38:58; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 155°; 196°; 100%; 100%; 100%; 0%; 80.8%; 426°; 71°; 30°; 48%; -5°; 31°; 44°; 44°; 42°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.36A; 
2025-03-18; 00:39:58; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 145°; 198°; 100%; 100%; 100%; 0%; 80.8%; 426°; 71°; 30°; 46%; -5°; 31°; 30°; 44°; 40°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-03-18; 00:40:58; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 136°; 198°; 100%; 100%; 100%; 0%; 80.8%; 426°; 71°; 30°; 49%; -5°; 31°; 28°; 44°; 39°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-03-18; 00:41:58; übergangsbetr.;   Abreinigen   ; 1; 0; 77°; 129°; 200°; 100%; 100%; 100%; 0%; 80.8%; 426°; 71°; 30°; 47%; -5°; 31°; 26°; 44°; 42°; 127°; 127°; 11159; 17107h; 38°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-03-18; 00:42:58; übergangsbetr.;   Abreinigen   ; 1; 0; 76°; 121°; 204°; 100%; 100%; 100%; 0%; 80.8%; 425°; 71°; 30°; 40%; -5°; 31°; 26°; 44°; 47°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 1.34A; 
2025-03-18; 00:43:58; übergangsbetr.;    Heizen      ; 1; 0; 76°; 115°; 203°; 100%; 39%; 65%; 95%; 80.6%; 424°; 71°; 30°; 40%; -5°; 31°; 28°; 44°; 48°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.33A; 
2025-03-18; 00:44:58; übergangsbetr.;    Heizen      ; 1; 0; 76°; 118°; 203°; 99%; 39%; 65%; 95%; 80.4%; 424°; 71°; 30°; 40%; -5°; 31°; 29°; 44°; 42°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.86A; 
2025-03-18; 00:45:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 129°; 201°; 100%; 39%; 65%; 95%; 80.3%; 423°; 71°; 30°; 45%; -5°; 31°; 30°; 44°; 40°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-03-18; 00:46:58; übergangsbetr.;    Heizen      ; 1; 0; 78°; 140°; 200°; 100%; 39%; 65%; 95%; 80.1%; 424°; 71°; 30°; 50%; -5°; 31°; 32°; 44°; 39°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.38A; 
2025-03-18; 00:47:58; übergangsbetr.;    Heizen      ; 1; 0; 78°; 149°; 198°; 99%; 39%; 65%; 95%; 80.0%; 425°; 71°; 30°; 52%; -6°; 31°; 32°; 44°; 45°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.40A; 
2025-03-18; 00:48:58; übergangsbetr.;    Heizen      ; 1; 0; 78°; 154°; 198°; 100%; 39%; 65%; 95%; 79.8%; 425°; 71°; 30°; 55%; -6°; 31°; 32°; 44°; 51°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.99A; 
2025-03-18; 00:49:58; übergangsbetr.;    Heizen      ; 1; 0; 78°; 158°; 198°; 99%; 39%; 65%; 95%; 79.6%; 427°; 71°; 30°; 57%; -6°; 31°; 32°; 44°; 45°; 127°; 127°; 11159; 17107h; 39°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.55A; 
2025-03-18; 00:50:58; übergangsbetr.;    Heizen      ; 1; 0; 78°; 162°; 199°; 99%; 39%; 65%; 95%; 79.5%; 429°; 72°; 30°; 60%; -6°; 31°; 32°; 44°; 39°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.99A; 
2025-03-18; 00:51:58; übergangsbetr.;    Heizen      ; 1; 0; 78°; 165°; 199°; 99%; 38%; 64%; 94%; 79.3%; 430°; 71°; 30°; 63%; -6°; 31°; 32°; 44°; 41°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.12A; 
2025-03-18; 00:52:58; übergangsbetr.;    Heizen      ; 1; 0; 78°; 167°; 200°; 100%; 39%; 65%; 95%; 79.1%; 430°; 72°; 30°; 65%; -6°; 31°; 33°; 44°; 50°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.12A; 
2025-03-18; 00:53:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 200°; 100%; 39%; 65%; 95%; 79.0%; 431°; 72°; 30°; 63%; -6°; 31°; 47°; 44°; 44°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.18A; 
2025-03-18; 00:54:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 168°; 200°; 100%; 39%; 65%; 95%; 78.8%; 432°; 72°; 30°; 63%; -6°; 31°; 31°; 44°; 36°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.10A; 
2025-03-18; 00:55:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 169°; 200°; 100%; 39%; 65%; 95%; 78.7%; 432°; 72°; 30°; 63%; -6°; 31°; 28°; 44°; 52°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 3.10A; 
2025-03-18; 00:56:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 170°; 200°; 100%; 39%; 65%; 95%; 78.5%; 433°; 72°; 30°; 63%; -6°; 31°; 27°; 44°; 44°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.95A; 
2025-03-18; 00:57:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 201°; 100%; 39%; 65%; 95%; 78.3%; 434°; 72°; 30°; 63%; -6°; 31°; 27°; 44°; 35°; 127°; 127°; 11159; 17107h; 40°; 80°; 30°; 13%; AUS; OFFEN; TROCKEN; 2.10A; 
2025-03-18; 00:58:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 201°; 100%; 39%; 65%; 95%; 78.2%; 434°; 72°; 30°; 63%; -6°; 31°; 28°; 44°; 54°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.57A; 
2025-03-18; 00:59:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 201°; 100%; 39%; 65%; 95%; 78.0%; 434°; 72°; 31°; 63%; -6°; 31°; 30°; 44°; 40°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.38A; 
2025-03-18; 01:00:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 201°; 100%; 39%; 65%; 95%; 77.9%; 435°; 74°; 31°; 63%; -6°; 31°; 31°; 44°; 36°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.89A; 
2025-03-18; 01:01:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 171°; 202°; 100%; 38%; 64%; 93%; 77.7%; 435°; 74°; 32°; 63%; -6°; 31°; 32°; 44°; 56°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 3.05A; 
2025-03-18; 01:02:57; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 202°; 100%; 39%; 65%; 95%; 77.5%; 435°; 74°; 32°; 63%; -6°; 31°; 32°; 44°; 38°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.52A; 
2025-03-18; 01:03:57; übergangsbetr.;    Heizen      ; 1; 0; 78°; 172°; 200°; 98%; 38%; 64%; 93%; 77.4%; 435°; 74°; 32°; 69%; -6°; 31°; 32°; 44°; 37°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.97A; 
2025-03-18; 01:04:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 202°; 100%; 39%; 65%; 95%; 77.2%; 436°; 74°; 32°; 64%; -6°; 31°; 32°; 44°; 54°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.76A; 
2025-03-18; 01:05:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 202°; 100%; 39%; 65%; 95%; 77.1%; 436°; 74°; 34°; 64%; -6°; 31°; 32°; 44°; 38°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.44A; 
2025-03-18; 01:06:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 202°; 100%; 39%; 65%; 95%; 76.9%; 436°; 74°; 34°; 64%; -6°; 31°; 33°; 44°; 38°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.78A; 
2025-03-18; 01:07:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 172°; 202°; 100%; 39%; 65%; 95%; 76.7%; 436°; 74°; 36°; 64%; -6°; 31°; 34°; 44°; 57°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.65A; 
2025-03-18; 01:08:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 202°; 100%; 39%; 65%; 95%; 76.6%; 436°; 75°; 37°; 64%; -6°; 31°; 38°; 44°; 37°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 3.08A; 
2025-03-18; 01:09:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 202°; 100%; 39%; 65%; 95%; 76.4%; 436°; 75°; 38°; 64%; -6°; 31°; 30°; 44°; 40°; 127°; 127°; 11159; 17107h; 40°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.48A; 
2025-03-18; 01:10:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 202°; 100%; 39%; 65%; 95%; 76.3%; 437°; 75°; 41°; 64%; -6°; 31°; 28°; 44°; 56°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 3.10A; 
2025-03-18; 01:11:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 174°; 202°; 100%; 39%; 65%; 95%; 76.1%; 437°; 76°; 43°; 64%; -6°; 31°; 27°; 44°; 36°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.16A; 
2025-03-18; 01:12:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 202°; 100%; 39%; 65%; 95%; 75.9%; 438°; 76°; 46°; 64%; -6°; 31°; 27°; 44°; 42°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.14A; 
2025-03-18; 01:13:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 175°; 202°; 100%; 39%; 65%; 95%; 75.8%; 438°; 76°; 48°; 64%; -6°; 31°; 28°; 44°; 54°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 3.08A; 
2025-03-18; 01:14:58; übergangsbetr.;    Heizen      ; 1; 0; 76°; 174°; 202°; 100%; 39%; 65%; 95%; 75.6%; 438°; 76°; 50°; 58%; -6°; 31°; 30°; 44°; 35°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.21A; 
2025-03-18; 01:15:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 201°; 100%; 39%; 65%; 95%; 75.4%; 438°; 76°; 53°; 63%; -6°; 31°; 30°; 44°; 46°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.76A; 
2025-03-18; 01:16:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 197°; 99%; 38%; 64%; 94%; 75.3%; 438°; 76°; 56°; 63%; -6°; 31°; 31°; 44°; 50°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.31A; 
2025-03-18; 01:17:58; übergangsbetr.;    Heizen      ; 1; 0; 76°; 172°; 195°; 100%; 39%; 65%; 95%; 75.1%; 438°; 76°; 58°; 58%; -6°; 31°; 31°; 44°; 35°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.65A; 
2025-03-18; 01:18:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 193°; 100%; 39%; 65%; 95%; 75.0%; 438°; 77°; 60°; 62%; -6°; 31°; 31°; 44°; 50°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 1.93A; 
2025-03-18; 01:19:57; übergangsbetr.;    Heizen      ; 1; 0; 77°; 173°; 191°; 98%; 39%; 65%; 95%; 74.8%; 438°; 77°; 62°; 62%; -6°; 31°; 32°; 44°; 44°; 127°; 127°; 11159; 17107h; 41°; 80°; 31°; 12%; AUS; OFFEN; TROCKEN; 2.46A; 
