Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-06-13; 10:55:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 2.35A; 
2024-06-13; 10:56:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 2.35A; 
2024-06-13; 10:57:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 2.35A; 
2024-06-13; 10:58:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 1.85A; 
2024-06-13; 10:59:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 1.89A; 
2024-06-13; 11:00:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 1.61A; 
2024-06-13; 11:01:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 2.14A; 
2024-06-13; 11:02:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 1.53A; 
2024-06-13; 11:03:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:04:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:05:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 11:06:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:07:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:08:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:09:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:10:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 11:11:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:12:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:13:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 11:14:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 2.18A; 
2024-06-13; 11:15:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.57A; 
2024-06-13; 11:16:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 11:17:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.98A; 
2024-06-13; 11:18:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.91A; 
2024-06-13; 11:19:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 1.02A; 
2024-06-13; 11:20:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 1.00A; 
2024-06-13; 11:21:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 1.00A; 
2024-06-13; 11:22:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.93A; 
2024-06-13; 11:23:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 1.23A; 
2024-06-13; 11:24:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 11:25:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.93A; 
2024-06-13; 11:26:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.93A; 
2024-06-13; 11:27:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.91A; 
2024-06-13; 11:28:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 16%; AUS; ZU; TROCKEN; 0.89A; 
2024-06-13; 11:29:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.93A; 
2024-06-13; 11:30:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 23°; 17%; AUS; ZU; TROCKEN; 0.89A; 
2024-06-13; 11:31:14; übergangsbetr.;   Brenner Aus  ; 1; 0; 22°; 28°; 38°; 55%; 0%; 0%; 0%; 100.0%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 11:32:14; übergangsbetr.;   Anheizen     ; 1; 0; 22°; 28°; 38°; 55%; 100%; 70%; 100%; 99.9%; 399°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 8.23A; 
2024-06-13; 11:33:14; übergangsbetr.;  Vorwärmphase  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 45%; 0%; 99.7%; 399°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 7.72A; 
2024-06-13; 11:34:14; übergangsbetr.;  Vorwärmphase  ; 1; 0; 22°; 28°; 38°; 55%; 100%; 45%; 0%; 99.7%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 7.09A; 
2024-06-13; 11:35:14; übergangsbetr.;  Vorwärmphase  ; 1; 0; 22°; 29°; 39°; 55%; 100%; 45%; 0%; 99.7%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 7.36A; 
2024-06-13; 11:36:14; übergangsbetr.;    Zünden      ; 1; 0; 22°; 30°; 40°; 55%; 100%; 66%; 60%; 99.7%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 7.62A; 
2024-06-13; 11:37:14; übergangsbetr.;    Zünden      ; 1; 0; 23°; 30°; 40°; 56%; 100%; 66%; 60%; 99.6%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 7.68A; 
2024-06-13; 11:38:14; übergangsbetr.;    Zünden      ; 1; 0; 23°; 30°; 40°; 56%; 100%; 66%; 60%; 99.4%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 7.51A; 
2024-06-13; 12:39:12; übergangsbetr.;    Zünden      ; 1; 0; 23°; 40°; 50°; 58%; 100%; 66%; 60%; 99.4%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 8.29A; 
2024-06-13; 12:40:12; übergangsbetr.;    Heizen      ; 1; 0; 24°; 61°; 71°; 61%; 100%; 45%; 63%; 99.2%; 398°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 19%; AUS; OFFEN; TROCKEN; 1.06A; 
2024-06-13; 12:41:12; übergangsbetr.;    Heizen      ; 1; 0; 26°; 69°; 79°; 64%; 100%; 47%; 65%; 99.1%; 399°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 2.04A; 
2024-06-13; 12:42:12; übergangsbetr.;    Heizen      ; 1; 0; 29°; 73°; 83°; 68%; 100%; 49%; 69%; 99.0%; 399°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 1.15A; 
2024-06-13; 12:43:12; übergangsbetr.;    Heizen      ; 1; 0; 32°; 80°; 90°; 71%; 100%; 50%; 71%; 98.9%; 400°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 2.04A; 
2024-06-13; 12:44:12; übergangsbetr.;    Heizen      ; 1; 0; 35°; 87°; 97°; 74%; 100%; 52%; 73%; 98.8%; 400°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 19%; AUS; OFFEN; TROCKEN; 2.08A; 
2024-06-13; 12:45:12; übergangsbetr.;    Heizen      ; 1; 0; 38°; 93°; 103°; 78%; 100%; 54%; 77%; 98.7%; 401°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 1.17A; 
2024-06-13; 12:46:12; übergangsbetr.;    Heizen      ; 1; 0; 42°; 99°; 109°; 81%; 100%; 55%; 79%; 98.5%; 401°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 2.08A; 
2024-06-13; 12:47:12; übergangsbetr.;    Heizen      ; 1; 0; 46°; 107°; 117°; 84%; 70%; 57%; 82%; 98.4%; 402°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 2.16A; 
2024-06-13; 12:48:12; übergangsbetr.;    Heizen      ; 1; 0; 50°; 113°; 123°; 88%; 40%; 59%; 85%; 98.2%; 402°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 1.99A; 
2024-06-13; 12:49:12; übergangsbetr.;    Heizen      ; 1; 0; 55°; 117°; 127°; 91%; 35%; 60%; 87%; 98.1%; 404°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 2.82A; 
2024-06-13; 12:50:12; übergangsbetr.;    Heizen      ; 1; 0; 59°; 121°; 131°; 94%; 36%; 62%; 90%; 97.9%; 404°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 19%; AUS; OFFEN; TROCKEN; 2.61A; 
2024-06-13; 12:51:12; übergangsbetr.;    Heizen      ; 1; 0; 64°; 125°; 135°; 98%; 38%; 64%; 93%; 97.8%; 405°; 40°; 31°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 19%; AUS; OFFEN; TROCKEN; 2.27A; 
2024-06-13; 12:52:12; übergangsbetr.;    Heizen      ; 1; 0; 66°; 127°; 132°; 96%; 38%; 64%; 93%; 97.6%; 405°; 40°; 31°; 44%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 19%; AUS; OFFEN; TROCKEN; 3.14A; 
2024-06-13; 12:53:12; übergangsbetr.;    Heizen      ; 1; 0; 68°; 130°; 130°; 91%; 35%; 60%; 86%; 97.5%; 406°; 40°; 31°; 43%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 2.40A; 
2024-06-13; 12:54:12; übergangsbetr.;    Heizen      ; 1; 0; 70°; 131°; 130°; 90%; 35%; 60%; 86%; 97.3%; 406°; 40°; 31°; 44%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 3.10A; 
2024-06-13; 12:55:12; übergangsbetr.;    Heizen      ; 1; 0; 71°; 133°; 132°; 90%; 35%; 59%; 86%; 97.2%; 407°; 40°; 32°; 40%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 2.74A; 
2024-06-13; 12:56:12; übergangsbetr.;    Heizen      ; 1; 0; 72°; 134°; 133°; 89%; 35%; 59%; 86%; 97.0%; 407°; 40°; 32°; 40%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 3.10A; 
2024-06-13; 12:57:12; übergangsbetr.;    Heizen      ; 1; 0; 74°; 134°; 131°; 86%; 35%; 58%; 83%; 96.9%; 407°; 40°; 32°; 43%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 19%; AUS; OFFEN; TROCKEN; 2.21A; 
2024-06-13; 12:58:12; übergangsbetr.;    Heizen      ; 1; 0; 74°; 134°; 131°; 85%; 35%; 57%; 82%; 96.8%; 407°; 40°; 32°; 41%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 28°; 80°; 22°; 18%; AUS; OFFEN; TROCKEN; 3.10A; 
2024-06-13; 12:59:11; übergangsbetr.;    Heizen      ; 1; 0; 76°; 137°; 129°; 78%; 35%; 54%; 77%; 96.6%; 409°; 40°; 32°; 42%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 29°; 80°; 23°; 18%; AUS; OFFEN; TROCKEN; 2.95A; 
2024-06-13; 13:00:12; übergangsbetr.;    Heizen      ; 1; 0; 76°; 138°; 128°; 72%; 35%; 51%; 72%; 96.5%; 409°; 40°; 32°; 49%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 29°; 80°; 23°; 18%; AUS; OFFEN; TROCKEN; 1.38A; 
2024-06-13; 13:01:12; übergangsbetr.;    Heizen      ; 1; 0; 77°; 136°; 128°; 71%; 35%; 51%; 72%; 96.4%; 409°; 40°; 32°; 52%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 29°; 80°; 23°; 17%; AUS; OFFEN; TROCKEN; 3.22A; 
2024-06-13; 13:02:12; übergangsbetr.;    Heizen      ; 1; 0; 77°; 135°; 129°; 71%; 35%; 50%; 71%; 96.3%; 409°; 40°; 32°; 52%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 29°; 80°; 23°; 17%; AUS; OFFEN; TROCKEN; 2.95A; 
2024-06-13; 13:03:12; übergangsbetr.;    Heizen      ; 1; 0; 77°; 136°; 131°; 71%; 35%; 50%; 71%; 96.1%; 409°; 40°; 32°; 50%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 29°; 80°; 23°; 18%; AUS; OFFEN; TROCKEN; 3.29A; 
2024-06-13; 13:04:12; übergangsbetr.;    Heizen      ; 1; 0; 78°; 137°; 131°; 69%; 35%; 49%; 69%; 96.0%; 411°; 40°; 32°; 54%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 29°; 80°; 23°; 17%; AUS; OFFEN; TROCKEN; 2.78A; 
2024-06-13; 13:05:11; übergangsbetr.;    Heizen      ; 1; 0; 78°; 137°; 133°; 70%; 35%; 50%; 70%; 95.9%; 411°; 40°; 32°; 54%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 29°; 80°; 23°; 18%; AUS; OFFEN; TROCKEN; 1.23A; 
2024-06-13; 13:06:11; übergangsbetr.;    Heizen      ; 1; 0; 77°; 137°; 137°; 74%; 35%; 52%; 73%; 95.8%; 412°; 40°; 33°; 49%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 30°; 80°; 23°; 17%; AUS; OFFEN; TROCKEN; 2.78A; 
2024-06-13; 13:07:11; übergangsbetr.;    Heizen      ; 1; 0; 78°; 138°; 137°; 73%; 35%; 51%; 73%; 95.7%; 412°; 41°; 33°; 54%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 30°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 3.29A; 
2024-06-13; 13:08:11; übergangsbetr.;    Heizen      ; 1; 0; 78°; 139°; 138°; 73%; 35%; 51%; 73%; 95.5%; 412°; 42°; 33°; 54%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 30°; 80°; 24°; 19%; AUS; OFFEN; TROCKEN; 3.22A; 
2024-06-13; 13:09:11; übergangsbetr.;    Heizen      ; 1; 0; 78°; 140°; 140°; 74%; 35%; 52%; 73%; 95.4%; 412°; 42°; 34°; 54%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 30°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 2.72A; 
2024-06-13; 13:10:11; übergangsbetr.;    Heizen      ; 1; 0; 78°; 140°; 142°; 77%; 35%; 53%; 76%; 95.3%; 413°; 44°; 34°; 55%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 30°; 80°; 24°; 19%; AUS; OFFEN; TROCKEN; 2.06A; 
2024-06-13; 13:11:11; übergangsbetr.;    Heizen      ; 1; 0; 78°; 142°; 144°; 78%; 35%; 54%; 77%; 95.1%; 414°; 45°; 34°; 55%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 31°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 2.61A; 
2024-06-13; 13:12:11; übergangsbetr.;    Heizen      ; 1; 0; 78°; 144°; 143°; 76%; 35%; 53%; 75%; 95.0%; 414°; 46°; 34°; 61%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 31°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 2.57A; 
2024-06-13; 13:13:11; übergangsbetr.;    Heizen      ; 1; 0; 77°; 144°; 149°; 84%; 35%; 57%; 82%; 94.9%; 414°; 48°; 35°; 51%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 31°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 2.95A; 
2024-06-13; 13:14:11; übergangsbetr.;    Heizen      ; 1; 0; 77°; 146°; 151°; 86%; 35%; 58%; 83%; 94.7%; 414°; 49°; 35°; 51%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 31°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 2.65A; 
2024-06-13; 13:15:11; übergangsbetr.;    Heizen      ; 1; 0; 76°; 147°; 155°; 90%; 35%; 60%; 86%; 94.6%; 415°; 50°; 36°; 46%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16643h; 31°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 2.14A; 
2024-06-13; 13:16:11; übergangsbetr.;    Heizen      ; 1; 0; 76°; 150°; 157°; 91%; 35%; 60%; 87%; 94.4%; 415°; 52°; 36°; 46%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10884; 16644h; 31°; 80°; 24°; 18%; AUS; OFFEN; TROCKEN; 3.31A; 
